0
0
0
11
12
9
1
4
1
7
2
0
11
11
5
12
10
5
0
2
0
1
2
5
0
2
5
4
1
10
10
13
8
7
5
0
6
5
4
1
8
8
5
0
9
0
9
1
1
5
9
