Source_File,Extracted_Numbers...
case_6/case_6_all_data.json,55
case_6/case_6_all_data.json,41
case_6/case_6_all_data.json,58
case_6/case_6_all_data.json,42
case_6/case_6_all_data.json,41
case_6/case_6_all_data.json,56
case_6/case_6_all_data.json,68
case_6/case_6_all_data.json,73
case_6/case_6_all_data.json,56
case_6/case_6_all_data.json,49
case_6/case_6_all_data.json,72
case_6/case_6_all_data.json,53
case_6/case_6_all_data.json,47
case_6/case_6_all_data.json,71
case_6/case_6_all_data.json,51
case_6/case_6_all_data.json,48
case_6/case_6_all_data.json,60
case_6/case_6_all_data.json,76
case_6/case_6_all_data.json,62
case_6/case_6_all_data.json,55
case_6/case_6_all_data.json,55
case_6/case_6_all_data.json,71
case_6/case_6_all_data.json,59
case_6/case_6_all_data.json,46
case_6/case_6_all_data.json,37
case_6/case_6_all_data.json,45
case_6/case_6_all_data.json,73
case_6/case_6_all_data.json,60
case_6/case_6_all_data.json,51
case_6/case_6_all_data.json,58
case_6/case_6_all_data.json,58
case_6/case_6_all_data.json,61
case_6/case_6_all_data.json,76
case_6/case_6_all_data.json,57
case_6/case_6_all_data.json,66
case_6/case_6_all_data.json,46
case_7/case_7_all_data.json,4
case_7/case_7_all_data.json,3
case_7/case_7_all_data.json,12
case_7/case_7_all_data.json,2
case_7/case_7_all_data.json,6
case_7/case_7_all_data.json,10
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,14
case_7/case_7_all_data.json,7
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,2
case_7/case_7_all_data.json,5
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,11
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,10
case_7/case_7_all_data.json,7
case_7/case_7_all_data.json,3
case_7/case_7_all_data.json,15
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,10
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,7
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,12
case_7/case_7_all_data.json,11
case_7/case_7_all_data.json,4
case_7/case_7_all_data.json,13
case_7/case_7_all_data.json,6
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,14
case_7/case_7_all_data.json,13
case_7/case_7_all_data.json,3
case_7/case_7_all_data.json,17
case_7/case_7_all_data.json,4
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,7
case_7/case_7_all_data.json,7
case_7/case_7_all_data.json,12
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,5
case_7/case_7_all_data.json,7
case_7/case_7_all_data.json,9
case_7/case_7_all_data.json,10
case_7/case_7_all_data.json,8
case_7/case_7_all_data.json,8
case_8/case_8_all_data.json,15
case_8/case_8_all_data.json,71
case_8/case_8_all_data.json,96
case_8/case_8_all_data.json,70
case_8/case_8_all_data.json,68
case_8/case_8_all_data.json,80
case_8/case_8_all_data.json,34
case_8/case_8_all_data.json,85
case_8/case_8_all_data.json,78
case_8/case_8_all_data.json,85
case_8/case_8_all_data.json,72
case_8/case_8_all_data.json,64
case_8/case_8_all_data.json,86
case_8/case_8_all_data.json,72
case_8/case_8_all_data.json,79
case_8/case_8_all_data.json,77
case_8/case_8_all_data.json,89
case_8/case_8_all_data.json,37
case_8/case_8_all_data.json,58
case_8/case_8_all_data.json,60
case_8/case_8_all_data.json,71
case_8/case_8_all_data.json,34
case_8/case_8_all_data.json,78
case_8/case_8_all_data.json,80
case_8/case_8_all_data.json,42
case_8/case_8_all_data.json,89
case_8/case_8_all_data.json,84
case_8/case_8_all_data.json,92
case_8/case_8_all_data.json,77
case_8/case_8_all_data.json,72
case_8/case_8_all_data.json,64
case_8/case_8_all_data.json,72
case_8/case_8_all_data.json,73
case_8/case_8_all_data.json,64
case_8/case_8_all_data.json,35
case_8/case_8_all_data.json,12
case_8/case_8_all_data.json,49
case_8/case_8_all_data.json,61
case_8/case_8_all_data.json,92
case_8/case_8_all_data.json,77
case_8/case_8_all_data.json,69
case_8/case_8_all_data.json,54
case_8/case_8_all_data.json,39
case_8/case_8_all_data.json,73
case_8/case_8_all_data.json,74
case_8/case_8_all_data.json,78
case_8/case_8_all_data.json,78
case_8/case_8_all_data.json,90
case_8/case_8_all_data.json,71
case_8/case_8_all_data.json,65
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,11
case_9/case_9_all_data.json,12
case_9/case_9_all_data.json,9
case_9/case_9_all_data.json,1
case_9/case_9_all_data.json,4
case_9/case_9_all_data.json,1
case_9/case_9_all_data.json,7
case_9/case_9_all_data.json,2
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,11
case_9/case_9_all_data.json,11
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,12
case_9/case_9_all_data.json,10
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,2
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,1
case_9/case_9_all_data.json,2
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,2
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,4
case_9/case_9_all_data.json,1
case_9/case_9_all_data.json,10
case_9/case_9_all_data.json,10
case_9/case_9_all_data.json,13
case_9/case_9_all_data.json,8
case_9/case_9_all_data.json,7
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,6
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,4
case_9/case_9_all_data.json,1
case_9/case_9_all_data.json,8
case_9/case_9_all_data.json,8
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,9
case_9/case_9_all_data.json,0
case_9/case_9_all_data.json,9
case_9/case_9_all_data.json,1
case_9/case_9_all_data.json,1
case_9/case_9_all_data.json,5
case_9/case_9_all_data.json,9
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,2
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,4
case_10/case_10_all_data.json,3
case_10/case_10_all_data.json,5
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,5
case_10/case_10_all_data.json,5
case_10/case_10_all_data.json,5
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,5
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,4
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,4
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,7
case_10/case_10_all_data.json,4
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,2
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,1
case_10/case_10_all_data.json,4
case_10/case_10_all_data.json,5
case_10/case_10_all_data.json,5
case_10/case_10_all_data.json,2
