Source_File,Extracted_Numbers...
case_7/case_7_all_data.json,9.025
case_7/case_7_all_data.json,8.478
case_7/case_7_all_data.json,9.828
case_7/case_7_all_data.json,8.788
case_7/case_7_all_data.json,9.557
case_7/case_7_all_data.json,9.442
case_7/case_7_all_data.json,9.342
case_7/case_7_all_data.json,9.276
case_7/case_7_all_data.json,9.216
case_7/case_7_all_data.json,9.423
case_7/case_7_all_data.json,9.474
case_7/case_7_all_data.json,9.527
case_7/case_7_all_data.json,9.614
case_7/case_7_all_data.json,9.588
case_7/case_7_all_data.json,9.342
case_7/case_7_all_data.json,9.408
case_7/case_7_all_data.json,8.569
case_7/case_7_all_data.json,9.307
case_7/case_7_all_data.json,9.346
case_7/case_7_all_data.json,9.409
case_7/case_7_all_data.json,9.545
case_7/case_7_all_data.json,9.737
case_7/case_7_all_data.json,9.645
case_7/case_7_all_data.json,9.65
case_7/case_7_all_data.json,9.301
case_7/case_7_all_data.json,9.976
case_7/case_7_all_data.json,9.459
case_7/case_7_all_data.json,9.368
case_7/case_7_all_data.json,9.388
case_7/case_7_all_data.json,9.506
case_7/case_7_all_data.json,9.545
case_8/case_8_all_data.json,9.612
case_8/case_8_all_data.json,11.721
case_8/case_8_all_data.json,11.882
case_8/case_8_all_data.json,11.818
case_8/case_8_all_data.json,11.835
case_8/case_8_all_data.json,11.884
case_8/case_8_all_data.json,11.873
case_8/case_8_all_data.json,11.73
case_8/case_8_all_data.json,11.821
case_8/case_8_all_data.json,11.916
case_8/case_8_all_data.json,11.762
case_8/case_8_all_data.json,11.92
case_8/case_8_all_data.json,11.93
case_8/case_8_all_data.json,11.8
case_8/case_8_all_data.json,11.893
case_8/case_8_all_data.json,11.824
case_8/case_8_all_data.json,11.73
case_8/case_8_all_data.json,11.652
case_8/case_8_all_data.json,11.628
case_8/case_8_all_data.json,11.088
case_8/case_8_all_data.json,11.914
case_8/case_8_all_data.json,10.747
case_8/case_8_all_data.json,11.946
case_8/case_8_all_data.json,11.933
case_8/case_8_all_data.json,11.215
case_8/case_8_all_data.json,11.726
case_8/case_8_all_data.json,11.756
case_8/case_8_all_data.json,11.751
case_8/case_8_all_data.json,11.834
case_8/case_8_all_data.json,11.922
case_8/case_8_all_data.json,11.625
case_8/case_8_all_data.json,11.896
case_8/case_8_all_data.json,11.915
case_8/case_8_all_data.json,11.047
case_8/case_8_all_data.json,11.098
case_8/case_8_all_data.json,11.642
case_8/case_8_all_data.json,11.394
case_8/case_8_all_data.json,11.63
case_8/case_8_all_data.json,11.587
case_8/case_8_all_data.json,11.868
case_8/case_8_all_data.json,11.797
case_8/case_8_all_data.json,11.686
case_8/case_8_all_data.json,11.856
case_8/case_8_all_data.json,11.871
case_8/case_8_all_data.json,11.89
case_8/case_8_all_data.json,11.813
case_8/case_8_all_data.json,11.674
case_8/case_8_all_data.json,11.858
case_8/case_8_all_data.json,11.67
case_8/case_8_all_data.json,11.911
case_9/case_9_all_data.json,8.279
case_9/case_9_all_data.json,8.707
case_9/case_9_all_data.json,9.809
case_9/case_9_all_data.json,10.102
case_9/case_9_all_data.json,9.942
case_9/case_9_all_data.json,9.258
case_9/case_9_all_data.json,10.53
case_9/case_9_all_data.json,10.091
case_9/case_9_all_data.json,9.97
case_9/case_9_all_data.json,10.434
case_9/case_9_all_data.json,9.087
case_9/case_9_all_data.json,9.698
case_9/case_9_all_data.json,10.545
case_9/case_9_all_data.json,11.361
case_9/case_9_all_data.json,10.623
case_9/case_9_all_data.json,9.471
case_9/case_9_all_data.json,10.161
case_9/case_9_all_data.json,9.641
case_9/case_9_all_data.json,9.931
case_9/case_9_all_data.json,9.409
case_9/case_9_all_data.json,9.557
case_9/case_9_all_data.json,10.234
case_9/case_9_all_data.json,10.325
case_9/case_9_all_data.json,10.293
case_9/case_9_all_data.json,9.35
case_9/case_9_all_data.json,10.165
case_9/case_9_all_data.json,10.053
case_9/case_9_all_data.json,9.852
case_9/case_9_all_data.json,10.649
case_9/case_9_all_data.json,10.188
case_9/case_9_all_data.json,9.719
case_9/case_9_all_data.json,9.89
case_9/case_9_all_data.json,9.997
case_9/case_9_all_data.json,9.574
case_9/case_9_all_data.json,9.01
case_9/case_9_all_data.json,10.0
case_9/case_9_all_data.json,9.991
case_9/case_9_all_data.json,10.541
case_9/case_9_all_data.json,9.269
case_9/case_9_all_data.json,9.861
case_9/case_9_all_data.json,10.447
case_9/case_9_all_data.json,10.008
case_9/case_9_all_data.json,10.501
case_9/case_9_all_data.json,9.971
case_9/case_9_all_data.json,10.169
case_9/case_9_all_data.json,9.966
case_9/case_9_all_data.json,9.249
case_9/case_9_all_data.json,10.132
case_9/case_9_all_data.json,10.329
case_9/case_9_all_data.json,10.087
case_10/case_10_all_data.json,7.787
case_10/case_10_all_data.json,8.91
case_10/case_10_all_data.json,9.206
case_10/case_10_all_data.json,8.623
case_10/case_10_all_data.json,8.704
case_10/case_10_all_data.json,8.501
case_10/case_10_all_data.json,8.984
case_10/case_10_all_data.json,9.21
case_10/case_10_all_data.json,9.111
case_10/case_10_all_data.json,9.013
case_10/case_10_all_data.json,9.239
case_10/case_10_all_data.json,9.446
case_10/case_10_all_data.json,9.264
case_10/case_10_all_data.json,9.4
case_10/case_10_all_data.json,9.232
case_10/case_10_all_data.json,9.432
case_10/case_10_all_data.json,8.947
case_10/case_10_all_data.json,7.999
case_10/case_10_all_data.json,9.087
case_10/case_10_all_data.json,8.768
case_10/case_10_all_data.json,8.816
case_10/case_10_all_data.json,9.507
case_10/case_10_all_data.json,9.116
case_10/case_10_all_data.json,8.759
case_10/case_10_all_data.json,9.261
case_10/case_10_all_data.json,8.854
case_10/case_10_all_data.json,9.093
case_10/case_10_all_data.json,9.071
case_10/case_10_all_data.json,8.829
case_10/case_10_all_data.json,8.863
case_10/case_10_all_data.json,9.307
case_10/case_10_all_data.json,9.303
case_10/case_10_all_data.json,9.428
case_10/case_10_all_data.json,9.365
case_10/case_10_all_data.json,7.674
case_10/case_10_all_data.json,8.535
case_10/case_10_all_data.json,8.564
case_10/case_10_all_data.json,8.699
case_10/case_10_all_data.json,9.111
case_10/case_10_all_data.json,8.612
case_10/case_10_all_data.json,9.427
case_10/case_10_all_data.json,9.662
case_10/case_10_all_data.json,8.87
case_10/case_10_all_data.json,9.22
case_10/case_10_all_data.json,9.266
case_10/case_10_all_data.json,9.388
case_10/case_10_all_data.json,9.702
case_10/case_10_all_data.json,8.928
case_10/case_10_all_data.json,9.253
case_10/case_10_all_data.json,8.904
