loss,mse,val_loss,val_mse,fold,epoch
4.78831148147583,118.63885498046875,1.062637448310852,357.36834716796875,1,1
0.28979483246803284,50.849822998046875,0.0959247574210167,8.834110260009766,1,2
0.049831587821245193,5.193282127380371,0.028430569916963577,3.1415297985076904,1,3
0.029967468231916428,3.3327653408050537,0.012817352078855038,1.413933515548706,1,4
0.022892044857144356,2.5410354137420654,0.012968994677066803,1.4083561897277832,1,5
0.026649057865142822,2.991053581237793,0.023364227265119553,2.576169967651367,1,6
0.024360718205571175,2.72609806060791,0.013024530373513699,1.397735595703125,1,7
0.02235242910683155,2.459049701690674,0.0154150715097785,1.7850521802902222,1,8
0.021290283650159836,2.357329845428467,0.010981801897287369,1.2538822889328003,1,9
0.019916608929634094,2.2439541816711426,0.00849416945129633,1.0023396015167236,1,10
0.016140589490532875,1.8175572156906128,0.011030416935682297,1.210247278213501,1,11
0.01569022797048092,1.7285572290420532,0.006741655524820089,0.7534850835800171,1,12
0.015461455099284649,1.684638261795044,0.006567933596670628,0.7315300107002258,1,13
0.017145153135061264,1.9083802700042725,0.007363308686763048,0.8635370135307312,1,14
0.013199255801737309,1.4800302982330322,0.006074454635381699,0.6543420553207397,1,15
0.013520590029656887,1.5352121591567993,0.011185958050191402,1.2170629501342773,1,16
0.014344530180096626,1.6149262189865112,0.00640200125053525,0.6789965629577637,1,17
0.013075139373540878,1.4492884874343872,0.008122655563056469,0.8552466034889221,1,18
0.012265054509043694,1.3326220512390137,0.009782007895410061,1.0506800413131714,1,19
0.012552697211503983,1.4087939262390137,0.005623328499495983,0.584318220615387,1,20
0.012145309709012508,1.3689243793487549,0.004550439305603504,0.5097905993461609,1,21
0.010471261106431484,1.1521203517913818,0.004163397941738367,0.43460187315940857,1,22
0.009767761453986168,1.0710349082946777,0.004739643074572086,0.5463812947273254,1,23
0.013387623243033886,1.5234137773513794,0.005638769827783108,0.6653190851211548,1,24
0.013444982469081879,1.4949705600738525,0.005933163221925497,0.6236714124679565,1,25
0.014311307109892368,1.6086152791976929,0.010363743640482426,1.0883949995040894,1,26
0.012064928188920021,1.3328520059585571,0.003426662180572748,0.36472198367118835,1,27
0.013681819662451744,1.5248993635177612,0.0038424902595579624,0.4252854883670807,1,28
0.012279655784368515,1.3642292022705078,0.003755577141419053,0.4197230935096741,1,29
0.009949961677193642,1.100733995437622,0.002991439774632454,0.3128974139690399,1,30
0.008497645147144794,0.9177079796791077,0.0033730478025972843,0.35261404514312744,1,31
0.007866380736231804,0.8527668118476868,0.0041306884959340096,0.4639376699924469,1,32
0.009136569686233997,0.9666404128074646,0.002617546357214451,0.2736801207065582,1,33
0.009492243640124798,1.0586305856704712,0.004508758895099163,0.46408194303512573,1,34
0.00791667029261589,0.8836601376533508,0.002831876277923584,0.28793299198150635,1,35
0.00799547228962183,0.8812201023101807,0.0034813338425010443,0.389120876789093,1,36
0.007035315968096256,0.7948062419891357,0.002355817938223481,0.24454769492149353,1,37
0.00716753164306283,0.7942759394645691,0.0047068106941878796,0.4982030391693115,1,38
0.008325459435582161,0.9156224131584167,0.0038818044122308493,0.4070548713207245,1,39
0.008166852407157421,0.9152113795280457,0.004730431362986565,0.47299084067344666,1,40
0.008200054988265038,0.9094904065132141,0.006986877415329218,0.77815842628479,1,41
0.00854459311813116,0.9598609209060669,0.0031748847104609013,0.32522422075271606,1,42
0.009180259890854359,1.039680004119873,0.005346158519387245,0.5542590618133545,1,43
0.007005654741078615,0.7990289330482483,0.002314251847565174,0.2408333271741867,1,44
0.006470446474850178,0.7260480523109436,0.0023607283364981413,0.24368049204349518,1,45
0.007679911330342293,0.8482780456542969,0.002500926610082388,0.2538830637931824,1,46
0.00894778873771429,1.0354164838790894,0.006621894892305136,0.7294979095458984,1,47
0.009226003661751747,1.048224687576294,0.004222911782562733,0.48491787910461426,1,48
0.008521954528987408,0.945777952671051,0.004924117121845484,0.5134924054145813,1,49
0.006669222377240658,0.7749254107475281,0.0035329069942235947,0.3696931004524231,1,50
0.006727894768118858,0.7450923919677734,0.002774405525997281,0.28482186794281006,1,51
0.006874342914670706,0.7647653818130493,0.0026112436316907406,0.2687665820121765,1,52
0.006207786500453949,0.7124482989311218,0.0021870527416467667,0.2251620888710022,1,53
