loss,mae,val_loss,val_mae,fold,epoch
7.464982509613037,7.464982509613037,5.616494178771973,5.616494178771973,1,1
2.5472445487976074,2.5472445487976074,0.9367961883544922,0.9367961883544922,1,2
1.3089796304702759,1.3089796304702759,0.7174729704856873,0.7174729704856873,1,3
1.2564419507980347,1.2564419507980347,0.7437690496444702,0.7437690496444702,1,4
1.178998351097107,1.178998351097107,0.839038610458374,0.839038610458374,1,5
1.1037168502807617,1.1037168502807617,0.8799861669540405,0.8799861669540405,1,6
1.0721904039382935,1.0721904039382935,0.7610203623771667,0.7610203623771667,1,7
1.0496084690093994,1.0496084690093994,0.8076883554458618,0.8076883554458618,1,8
1.1109747886657715,1.1109747886657715,0.6262981295585632,0.6262981295585632,1,9
1.0666484832763672,1.0666484832763672,0.7355086803436279,0.7355086803436279,1,10
1.0195879936218262,1.0195879936218262,0.7025156617164612,0.7025156617164612,1,11
1.0120227336883545,1.0120227336883545,0.7902581691741943,0.7902581691741943,1,12
1.03840970993042,1.03840970993042,0.6582290530204773,0.6582290530204773,1,13
1.039257287979126,1.039257287979126,0.6690769195556641,0.6690769195556641,1,14
0.9431976079940796,0.9431976079940796,0.8386085629463196,0.8386085629463196,1,15
0.9351337552070618,0.9351337552070618,0.7940419912338257,0.7940419912338257,1,16
0.9132434129714966,0.9132434129714966,0.6998979449272156,0.6998979449272156,1,17
0.8930444121360779,0.8930444121360779,0.6192478537559509,0.6192478537559509,1,18
0.9857335686683655,0.9857335686683655,0.5202648639678955,0.5202648639678955,1,19
0.9349932074546814,0.9349932074546814,0.5492207407951355,0.5492207407951355,1,20
0.8490217924118042,0.8490217924118042,0.7435738444328308,0.7435738444328308,1,21
0.8505894541740417,0.8505894541740417,0.5891704559326172,0.5891704559326172,1,22
0.8518857955932617,0.8518857955932617,0.4883040487766266,0.4883040487766266,1,23
0.7944101095199585,0.7944101095199585,0.4928275942802429,0.4928275942802429,1,24
0.8384496569633484,0.8384496569633484,0.5968624353408813,0.5968624353408813,1,25
0.8565577268600464,0.8565577268600464,0.4453917443752289,0.44539177417755127,1,26
0.7667420506477356,0.7667420506477356,0.4371219277381897,0.4371219277381897,1,27
0.89456707239151,0.89456707239151,0.47367537021636963,0.47367537021636963,1,28
0.787316620349884,0.787316620349884,0.5843554139137268,0.5843554139137268,1,29
0.7891718149185181,0.7891718149185181,0.7031857967376709,0.7031857967376709,1,30
0.8253535032272339,0.8253535032272339,0.7495236992835999,0.7495236992835999,1,31
0.8296888470649719,0.8296888470649719,0.5874037146568298,0.5874037146568298,1,32
0.7712032794952393,0.7712032794952393,0.39626258611679077,0.39626258611679077,1,33
0.8119650483131409,0.8119650483131409,0.6928970217704773,0.6928970217704773,1,34
0.7381623387336731,0.7381623387336731,0.46313685178756714,0.46313685178756714,1,35
0.7593587636947632,0.7593587636947632,0.673450767993927,0.673450767993927,1,36
0.75858473777771,0.75858473777771,0.4022718667984009,0.4022718667984009,1,37
0.811096727848053,0.811096727848053,0.9804474115371704,0.9804474115371704,1,38
0.7660538554191589,0.7660538554191589,0.42175838351249695,0.42175838351249695,1,39
0.7451682686805725,0.7451682686805725,0.9308714270591736,0.9308714270591736,1,40
0.8324383497238159,0.8324383497238159,0.3590918779373169,0.3590918779373169,1,41
0.7764718532562256,0.7764718532562256,0.3763727843761444,0.3763727843761444,1,42
0.7461229562759399,0.7461229562759399,0.3902563154697418,0.3902563452720642,1,43
0.7093601226806641,0.7093601226806641,0.4797883927822113,0.4797883927822113,1,44
0.7441370487213135,0.7441370487213135,0.6834381222724915,0.6834381222724915,1,45
0.6976017951965332,0.6976017951965332,0.8290292620658875,0.8290292620658875,1,46
0.7527297139167786,0.7527297139167786,0.3381636142730713,0.3381636142730713,1,47
0.6972095370292664,0.6972095370292664,0.33313849568367004,0.33313849568367004,1,48
0.7447314262390137,0.7447314262390137,0.5194988250732422,0.5194988250732422,1,49
0.724413275718689,0.724413275718689,0.7790555357933044,0.7790555357933044,1,50
0.7203461527824402,0.7203461527824402,0.35302138328552246,0.35302138328552246,1,51
0.6544365882873535,0.6544365882873535,0.3899548649787903,0.3899548649787903,1,52
0.7153189182281494,0.7153189182281494,0.8169453144073486,0.8169453144073486,1,53
0.6630212664604187,0.6630212664604187,0.581045389175415,0.581045389175415,1,54
