loss,mse,val_loss,val_mse,fold,epoch
3.255735158920288,3484.3955078125,3.0651464462280273,4256.4326171875,1,1
3.120548725128174,3444.4638671875,3.038512945175171,4255.744140625,1,2
3.1234703063964844,3508.452880859375,3.0256507396698,4272.359375,1,3
3.0429253578186035,3405.854248046875,2.9774723052978516,4254.45361328125,1,4
3.029282569885254,3391.7041015625,3.011470079421997,4323.697265625,1,5
3.092632532119751,3508.31787109375,2.831774950027466,4097.85986328125,1,6
2.9182629585266113,3428.80859375,2.8560943603515625,4276.18115234375,1,7
2.822819232940674,3435.142578125,2.7711639404296875,4276.16796875,1,8
2.684931993484497,3436.662109375,2.5314345359802246,4121.287109375,1,9
2.4606854915618896,3350.00390625,2.449451208114624,4212.08544921875,1,10
2.294536590576172,3291.4248046875,2.454756736755371,4252.68408203125,1,11
2.1965010166168213,3252.361083984375,2.0312960147857666,3819.72509765625,1,12
2.0016629695892334,3153.1015625,1.9848037958145142,3662.006591796875,1,13
1.8959455490112305,3088.525390625,1.8779412508010864,3649.598388671875,1,14
1.8515291213989258,3030.0302734375,1.7920863628387451,3778.25634765625,1,15
1.8056421279907227,3035.706787109375,1.8215936422348022,3913.746826171875,1,16
1.653624415397644,3049.4482421875,1.7415390014648438,3851.095703125,1,17
1.5329669713974,2988.84912109375,1.5547475814819336,3725.2392578125,1,18
1.3520948886871338,2952.8173828125,1.6437867879867554,3820.206298828125,1,19
1.437401533126831,2909.630615234375,1.7943271398544312,3069.208740234375,1,20
1.2649197578430176,2855.947509765625,1.2315359115600586,3450.912109375,1,21
1.168060541152954,2759.72119140625,1.28342866897583,3629.089111328125,1,22
1.0181044340133667,2695.418212890625,1.1412272453308105,3510.005615234375,1,23
0.9444712996482849,2579.4150390625,0.8295179605484009,3231.480712890625,1,24
0.8582901954650879,2494.697998046875,0.7561852931976318,3137.210205078125,1,25
0.8037497401237488,2421.5107421875,0.8579857349395752,3145.165283203125,1,26
0.7707921862602234,2366.213134765625,0.7739431858062744,2878.63037109375,1,27
0.7473852634429932,2179.122314453125,0.656649112701416,2981.273681640625,1,28
0.7341960072517395,2189.339111328125,0.6222127676010132,2484.281982421875,1,29
0.7577874660491943,2087.580810546875,0.5184562802314758,2655.031982421875,1,30
0.7423486113548279,2081.71142578125,0.8863836526870728,2848.4736328125,1,31
0.7063136696815491,2113.86474609375,0.5369978547096252,2678.14501953125,1,32
0.6681662797927856,2149.040771484375,0.5709882378578186,2507.998779296875,1,33
0.6618804335594177,1999.7255859375,0.6433614492416382,2315.6533203125,1,34
0.6444159150123596,2013.4647216796875,0.5143824219703674,2406.16650390625,1,35
0.5639389753341675,1931.4224853515625,0.5038452744483948,2169.161865234375,1,36
0.6116147041320801,1878.72265625,0.6777398586273193,2406.492431640625,1,37
0.6590601801872253,1765.72705078125,0.6456688046455383,2034.1309814453125,1,38
0.6294434666633606,1829.5343017578125,0.47262218594551086,2135.482421875,1,39
0.5651463270187378,1765.2491455078125,0.4461371600627899,2135.9404296875,1,40
0.545049250125885,1738.9600830078125,0.47437968850135803,2035.5960693359375,1,41
0.5338576436042786,1741.2890625,0.4201447367668152,1981.875732421875,1,42
0.5065049529075623,1622.247802734375,0.4028884768486023,2043.060302734375,1,43
0.497015118598938,1631.584716796875,0.5332692265510559,1703.7822265625,1,44
0.539369523525238,1618.2681884765625,0.4058840274810791,1924.150634765625,1,45
0.5420825481414795,1591.536865234375,0.42151638865470886,1823.9708251953125,1,46
0.5127422213554382,1577.2542724609375,0.4192739725112915,1965.4771728515625,1,47
0.4555218815803528,1484.583740234375,0.37454232573509216,1837.5374755859375,1,48
0.49178120493888855,1506.944580078125,0.45919081568717957,1979.9493408203125,1,49
0.49086397886276245,1445.4737548828125,0.4421382248401642,2011.1798095703125,1,50
0.5201621055603027,1555.343017578125,0.38450944423675537,1793.6912841796875,1,51
0.4617948532104492,1435.58154296875,0.40880584716796875,1853.1251220703125,1,52
0.4958656430244446,1404.7935791015625,0.3587433695793152,1788.8577880859375,1,53
0.45436936616897583,1455.5533447265625,0.33411023020744324,1647.6328125,1,54
0.44628825783729553,1326.703369140625,0.534466028213501,1357.186279296875,1,55
0.6224656105041504,1480.343994140625,0.37053096294403076,1757.8592529296875,1,56
0.49082332849502563,1346.7772216796875,0.47735413908958435,1403.905029296875,1,57
0.4685271680355072,1471.9033203125,0.37074390053749084,1833.6622314453125,1,58
0.4485679566860199,1394.9468994140625,0.39354974031448364,1537.77685546875,1,59
